@relation MidiTracks

@attribute melody {YES,NO}
@attribute normalizedDuration numeric
@attribute numberOfNotes numeric
@attribute occupationRate numeric
@attribute polyphonyRate numeric
@attribute highestPith numeric
@attribute normHighestPitch numeric
@attribute lowestPitch numeric
@attribute normLowestPitch numeric
@attribute pitchMean numeric
@attribute normPitchMean numeric
@attribute pitchDeviation numeric
@attribute normPitchDeviation numeric
@attribute numberOfDifferentIntervals numeric
@attribute normNumberOfDifferentIntervals numeric
@attribute largestInterval numeric
@attribute normLargestInterval numeric
@attribute smallestInterval numeric
@attribute normSmallestInterval numeric
@attribute intervalMean numeric
@attribute normIntervalMean numeric
@attribute intervalMode numeric
@attribute normIntervalMode numeric
@attribute intervalDeviation numeric
@attribute normIntervalDeviation numeric
@attribute longestNote numeric
@attribute normLongestNote numeric
@attribute shortestNote numeric
@attribute normShortestNote numeric
@attribute durationMean numeric
@attribute normDurationMean numeric
@attribute durationDeviation numeric
@attribute normDurationDeviation numeric

@data
YES,0,1351,0.995383,0,91,1,52,1,70.757576,1,11.48129,1,43,0.657143,26,0.6,-22,0.518519,-0.008148,0,-12,0,11.209286,0.646402,2083.333333,0.428954,41.666667,0,726.141786,0.303877,593.447331,0.48108
NO,0.631455,222,0.975345,0.032097,46,0,28,0,35.909091,0,5.264884,0,14,0,9,0,-11,1,0.00905,0.273379,5,0.461538,4.833884,0,1400,0,320.833333,0.673913,518.939394,0.161065,208.298206,0
NO,1,1162,0.974114,0,69,0.534884,36,0.380952,53.478261,0.587314,9.568379,0.585664,50,1,33,1,-33,0,0.013781,0.416308,12,1,9.741967,0.511844,1500,0.06366,116.666667,0.141304,331.481481,0,279.136338,0.103442
NO,1,712,0.975397,0,69,0.534884,36,0.380952,53.238095,0.579286,9.903846,0.631317,46,0.888889,33,1,-33,0,0.026723,0.807255,12,1,14.422912,1,2970.833333,1,445.833333,1,1495.343137,1,893.10618,1
NO,1,615,0.975307,0,69,0.534884,49,1,57.571429,0.724143,6.310018,0.142232,21,0.194444,9,0,-14,0.863636,0,0,3,0.307692,6.660448,0.190485,2937.5,0.97878,391.666667,0.858696,1244.109195,0.784138,815.635724,0.886873
YES,0,726,0.991694,0,89,1,41,0.619048,65.823529,1,12.61295,1,27,0.361111,18,0.375,-24,0.409091,0.033103,1,-1,0,5.749867,0.095524,1591.666667,0.122016,62.5,0,395.897683,0.055347,389.897489,0.265183
NO,1,736,0.986547,0.013976,71,0,34,0,52.807692,0,11.034977,1,52,1,32,1,-31,0,0.010884,1,12,1,13.315528,1,2991.666667,1,87.5,1,494.166667,1,962.669898,1
YES,0,1134,0.989531,0,92,1,59,1,75.153846,1,9.522008,0,32,0,21,0,-21,1,-0.010591,0,-12,0,9.100298,0,2445.833333,0,54.166667,0,340.442999,0,482.921205,0
NO,1,1294,0.986547,0,70,0,35,0,53.259259,0,10.885235,1,56,1,33,1,-34,0,0.016241,1,12,1,12.72934,1,2995.833333,1,66.666667,1,452.111111,1,554.33242,1
YES,0,1053,0.988358,0,93,1,66,1,78.652174,1,8.100503,0,32,0,21,0,-15,1,-0.006654,0,-12,0,8.702462,0,1104.166667,0,33.333333,0,276.327684,0,235.580139,0
NO,1,566,0.980132,0,73,0,35,0,54.88,0,11.002981,1,50,1,28,1,-34,0,0.00531,1,7,1,12.279848,1,3000,1,83.333333,1,555.012077,1,643.980543,1
YES,0,471,0.979457,0,92,1,65,1,76.944444,1,7.947552,0,26,0,13,0,-16,1,-0.019149,0,-2,0,6.56341,0,970.833333,0,29.166667,0,309.282946,0,218.353939,0
NO,1,1012,0.987552,0,71,0,34,0,52.235294,0,10.395301,1,54,1,28,1,-35,0,0.018793,1,9,1,11.621403,1,3000,1,83.333333,1,486.653646,1,630.682148,1
YES,0,1224,0.989308,0.011627,88,1,55,1,71.862069,1,9.431145,0,33,0,20,0,-17,1,0.004088,0,-9,0,7.656515,0,570.833333,0,20.833333,0,179.570896,0,115.10467,0
NO,1,970,0.990551,0,72,0,34,1,52.083333,0,11.131474,0,47,1,31,0,-29,0,0.019608,1,12,1,13.507275,1,2991.666667,1,87.5,1,403.645833,1,848.378349,1
YES,0,1410,0.990336,0.009971,92,1,25,0,67.694444,1,15.264009,1,31,0,55,1,-24,1,-0.039035,0,3,0,7.051511,0,500,0,29.166667,0,149.84639,0,76.673024,0
NO,1,859,0.986547,0,73,0,34,0,54.6,0,10.860676,1,50,1,28,1,-36,0,0.003497,1,9,1,12.622038,1,3000,1,83.333333,1,540.219907,1,634.401572,1
YES,0,695,0.988356,0.012788,84,1,62,1,72.894737,1,6.146413,0,19,0,16,0,-9,1,-0.010086,0,-2,0,3.704295,0,1083.333333,0,54.166667,0,367.270992,0,294.715581,0
NO,1,438,0.982249,0,72,0,35,0,54.214286,0,11.232469,1,53,1,28,1,-35,0,0.034325,1,-5,0,12.324046,1,1183.333333,1,170.833333,1,588.229167,1,374.069317,1
YES,0,489,0.981637,0.024331,81,1,62,1,70.941176,1,5.503695,0,18,0,12,0,-13,1,0.010246,0,-1,1,3.518379,0,1037.5,0,29.166667,0,350.837321,0,298.744098,0
NO,1,752,0.984694,0,74,0,34,0,54.84375,0,11.230843,1,57,1,29,1,-40,0,0.031957,1,-9,0,13.182183,1,3000,1,83.333333,0,553.125,0,629.373632,1
YES,0,357,0.988252,0,87,1,58,1,74.789474,1,7.388319,0,16,0,12,0,-12,1,-0.019663,0,2,1,4.038739,0,1466.666667,0,120.833333,1,553.657946,1,281.120311,0
NO,0.667563,54,0.826208,0.176106,42,0,28,0,34.714286,0,4.463,0,10,0,7,0,-10,1,-0.037736,0,5,1,4.702317,0.059564,954.166667,0,287.5,1,605.357143,1,197.035498,0
NO,1,1364,0.989816,0,69,0.5625,35,0.189189,53.375,0.437849,9.873418,1,53,1,31,1,-32,0,0.002935,1,3,0.666667,11.642195,1,1562.5,1,62.5,0,242.12963,0,345.31459,1
YES,0,801,0.991217,0,90,1,65,1,77.333333,1,7.27902,0.520481,24,0.325581,14,0.291667,-10,1,-0.00875,0.712699,-1,0,4.262766,0,1016.666667,0.10274,95.833333,0.148148,451.190476,0.575564,278.856733,0.551806
NO,0.995935,452,0.985662,0.017576,50,0.027778,28,0,37.357143,0,5.899239,0.199776,21,0.196078,14,0.25,-14,0.642857,0.011086,0.898778,0,0,4.382222,0.218385,1116.666667,0.015004,129.166667,0.131004,575.154321,0.14942,278.012589,0.017229
NO,0.995034,1774,1,0.010749,49,0,35,0.194444,41.875,0.120553,4.807221,0,20,0.176471,13,0.208333,-12,0.714286,0.000564,0.707905,0,0,2.944399,0.058344,500,0,104.166667,0.104803,153.645833,0,130.90957,0
NO,1,1261,0.985699,0,73,0.666667,36,0.222222,57.3,0.532147,10.273429,1,62,1,32,1,-32,0,0.016667,1,3,0.5,11.404352,1,3650,0.076642,104.166667,0.104803,982.97619,0.293989,674.457543,0.063662
NO,1,4712,0.985789,0.014226,71,0.611111,42,0.388889,55.925926,0.495482,8.141917,0.610057,39,0.54902,21,0.541667,-21,0.392857,0.004882,0.786235,0,0,8.332596,0.658091,766.666667,0.006488,4.166667,0,362.856607,0.074163,174.530458,0.005109
NO,1,246,0.98567,0,72,0.638889,54,0.722222,61.266667,0.637992,4.836895,0.005429,15,0.078431,8,0,-13,0.678571,-0.016327,0.401519,6,1,6.388745,0.441726,3495.833333,0.072891,958.333333,1,1671.323529,0.538001,814.033724,0.08001
YES,0,157,0.887048,0.11496,85,1,64,1,74.833333,1,5.890199,0.198122,11,0,12,0.166667,-4,1,-0.038462,0,0,0,2.420226,0,41600,1,200,0.20524,2974.603175,1,8668.917014,1
NO,0.997185,671,0.977796,0,79,0.911765,46,0.483871,64,0.7328,8.933618,0.700604,42,1,26,0.869565,-31,0.235294,-0.029851,0,-5,0,10.165452,0.519468,3962.5,1,29.166667,0.157895,882.04698,0.732661,659.993441,0.918455
NO,0.994882,339,0.988896,0.015084,48,0,31,0,40.769231,0,4.457558,0.096604,18,0.225806,15,0.391304,-9,0.882353,0.005917,0.497692,1,0.75,4.402792,0.121396,1020.833333,0.233442,62.5,0.578947,397.074468,0.298663,281.397768,0.365727
NO,0.891249,246,0.985988,0.016627,74,0.764706,57,0.83871,65.857143,0.791383,5.082985,0.180999,14,0.096774,7,0.043478,-7,0.941176,0.020408,0.699327,-2,0.375,2.779589,0.009268,1466.666667,0.34962,20.833333,0.052632,424.081921,0.322831,344.719664,0.458174
NO,0.891249,120,0.985988,0.016627,70,0.647059,57,0.83871,64,0.7328,3.741657,0,11,0,6,0,-5,1,0.042017,1,1,0.75,2.645418,0,1316.666667,0.310532,70.833333,0.684211,277.617521,0.191761,254.490571,0.326444
NO,1,243,0.978033,0,82,1,62,1,72.470588,1,5.720116,0.266973,25,0.451613,12,0.26087,-15,0.705882,-0.008264,0.300362,3,1,5.253092,0.180133,3116.666667,0.779587,95.833333,1,1180.785714,1,715.848341,1
YES,0,319,0.882658,0.118766,77,0.852941,61,0.967742,68.5625,0.876722,4.716576,0.131556,18,0.225806,8,0.086957,-12,0.794118,0.015723,0.634139,1,0.75,3.101492,0.031505,2429.166667,0.600434,37.5,0.263158,423.145604,0.321993,467.011065,0.636712
NO,0.996929,2303,1,0.002776,64,0.470588,35,0.129032,53,0.385812,11.152354,1,31,0.645161,29,1,-29,0.294118,0.002172,0.44558,0,0.625,17.121823,1,125,0,45.833333,0.368421,63.333333,0,30.889588,0
NO,0.993091,774,0.977718,0.022675,77,0.852941,43,0.387097,61.952381,0.66821,9.795413,0.816894,37,0.83871,19,0.565217,-26,0.382353,-0.010349,0.271353,0,0.625,7.303787,0.32179,2225,0.547231,20.833333,0.052632,428.082359,0.326411,380.222049,0.510005
NO,0.993091,869,0.977857,0.022536,82,1,43,0.387097,63.565217,0.719086,10.72918,0.942897,38,0.870968,19,0.565217,-39,0,-0.009217,0.287114,-2,0.375,7.334497,0.323912,2225,0.547231,16.666667,0,410.709366,0.310864,376.45792,0.50451
NO,0.831845,126,0.944079,0.069902,50,0,21,0,35.869565,0,7.560218,0.545957,28,0.394737,20,0.555556,-19,0.571429,-0.04,0.199481,1,0.857143,7.837755,0.537829,1037.5,0.199074,45.833333,0,458.712121,0.383069,297.199264,0.268657
NO,0.629464,321,1,0.042276,51,0.041667,35,0.358974,42,0.196402,5.338539,0.19002,20,0.184211,14,0.222222,-16,0.714286,0.003125,1,0,0.714286,5.402256,0.232121,500,0,104.166667,0.666667,160.714286,0,138.512813,0
NO,1,336,0.944329,0,72,0.916667,37,0.410256,55.333333,0.623564,10.394249,1,51,1,28,1,-31,0,-0.050746,0,-5,0,11.519761,1,1787.5,0.476852,66.666667,0.238095,596.988449,0.56082,390.544227,0.42669
YES,0,110,0.942197,0.075145,74,1,60,1,67.083333,1,4.152476,0,13,0,10,0,-10,1,0,0.941991,2,1,3.553006,0,3200,1,133.333333,1,938.636364,1,729.178768,1
NO,0.867647,115,0.943744,0.070261,50,0,22,0,36.75,0,7.641171,0.399185,21,0.166667,13,0.136364,-12,0.962963,-0.105263,0,-5,0,6.852287,0.247543,1037.5,0.365439,45.833333,0,510.798122,0.684936,317.635485,0.438732
NO,0.772059,319,1,0.042273,51,0.034483,35,0.351351,42,0.178673,5.338539,0.100985,23,0.214286,16,0.272727,-16,0.814815,0.044025,1,0,0.5,5.237559,0.058131,500,0,104.166667,0.666667,160.714286,0,138.512813,0
NO,1,349,0.944444,0,79,1,36,0.378378,57.4,0.702779,12.28053,1,56,1,32,1,-38,0,-0.068966,0.243138,3,0.8,13.26697,1,1970.833333,1,100,0.619048,514.130435,0.691456,453.742388,0.772104
YES,0,149,0.940711,0.063241,75,0.862069,59,1,66.133333,1,4.558752,0,14,0,10,0,-11,1,0,0.7051,5,1,4.741992,0,1733.333333,0.838527,133.333333,1,671.833333,1,546.78642,1
NO,0.886089,144,0.944079,0.062504,53,0.08,21,0,38.269231,0,8.187973,0.499742,22,0.16129,16,0.259259,-14,0.894737,0,0.593171,1,0.8,6.123439,0.333297,666.666667,0.096386,129.166667,1,445.696721,0.50201,113.944049,0
NO,0.748992,299,1,0.042276,51,0,35,0.388889,42,0.133846,5.338539,0.008443,19,0.064516,16,0.259259,-16,0.789474,0.003356,0.607733,0,0.6,8.628227,0.616036,500,0,104.166667,0.25,170.138889,0,147.518374,0.079622
NO,1,279,0.944444,0,76,1,36,0.416667,56.83871,0.666202,11.089364,1,48,1,36,1,-31,0,-0.136691,0,-3,0,12.02976,1,1787.5,0.744578,100,0.125,719.047619,1,535.617836,1
YES,0,129,0.940508,0.063175,76,1,57,1,66.142857,1,5.289574,0,17,0,9,0,-12,1,0.09375,1,2,1,3.170759,0,2229.166667,1,95.833333,0,420.04386,0.455276,440.485135,0.774393
NO,0.997594,450,0.983846,0.031971,52,0.026316,21,0,36.5,0,5.907134,0.343451,29,0.483871,17,0.263158,-19,0.333333,0.01559,0.80329,0,0.583333,6.851087,0.594316,1145.833333,0.189061,41.666667,0.038136,480.331263,0.166685,325.883101,0.188886
NO,0.997516,1318,1,0.012116,51,0,35,0.358974,43.2,0.213546,5.173007,0.199737,25,0.354839,16,0.210526,-16,0.533333,-0.001519,0.623544,0,0.583333,6.828855,0.5914,500,0.004756,104.166667,0.101695,153.645833,0,130.90957,0
NO,1,985,0.983871,0,89,1,52,0.794872,66.142857,0.944792,9.260956,1,45,1,31,1,-24,0,0.005081,0.692883,5,1,8.345863,0.790319,3233.333333,0.78478,83.333333,0.080508,712.594697,0.285193,621.915678,0.475676
NO,1,1430,0.98377,0,65,0.368421,41,0.512821,53.083333,0.528552,7.347997,0.625516,36,0.709677,19,0.368421,-19,0.333333,0.011896,0.764483,5,1,9.944943,1,483.333333,0,75,0.072034,275.115741,0.061978,171.991013,0.039799
NO,1,116,0.661274,0,74,0.605263,60,1,66.571429,0.958452,4.152698,0,14,0,12,0,-9,1,-0.06087,0,-7,0,6.745416,0.58046,3987.5,1,987.5,1,2113.541667,1,1163.137799,1
YES,0,205,0.969406,0.032943,76,0.657895,59,0.974359,67.875,1,5.360445,0.23643,14,0,12,0,-9,1,0.034314,1,-2,0.416667,2.318679,0,2658.333333,0.62069,4.166667,0,419.22043,0.135504,504.299033,0.361731
NO,0.417671,415,0.97994,0,48,0,21,0,34.208333,0,7.610186,0.414823,29,0.282051,19,0.333333,-13,0.941176,0,0.541493,-12,0,7.306274,0.425146,1045.833333,0.214754,8.333333,0,417.378049,0.455779,300.595618,0.353471
NO,0,909,1,0.015078,51,0.103448,35,0.411765,42,0.271565,5.338539,0.058053,23,0.128205,16,0.190476,-16,0.764706,0.001101,0.562557,0,0.857143,5.768,0.202283,500,0,104.166667,1,153.645833,0,130.90957,0
NO,0.995984,990,0.979958,0,77,1,36,0.441176,57.756757,0.820741,11.336155,1,57,1,33,1,-29,0,-0.028311,0,-7,0.357143,11.274102,1,1850,0.531148,66.666667,0.608696,677.756892,0.905763,335.305447,0.425775
YES,1,293,0.979855,0,71,0.793103,55,1,62.9,1,4.968903,0,18,0,12,0,-12,1,0.023973,1,2,1,4.371778,0,3041.666667,1,29.166667,0.217391,732.286432,1,610.965645,1
YES,0.988196,330,0.989346,0,90,0.886364,62,1,75.578947,1,7.720893,0.352905,19,0.159091,12,0.172414,-17,0.7,0.039514,0.531248,2,0.769231,3.13936,0.063598,2799.479167,0.211709,10.416667,0.03,382.368472,0.237592,480.764822,0.279625
NO,0.996211,211,0.785043,0,66,0.340909,23,0,37.608696,0,10.340882,0.555732,19,0.159091,36,1,-24,0.466667,-0.071429,0,0,0.615385,4.700521,0.243397,4533.854167,0.342992,49.479167,0.18,570.052083,0.355012,627.938791,0.365225
NO,1,700,0.986401,0,76,0.568182,35,0.307692,55.852941,0.480488,11.941358,0.679633,56,1,36,1,-36,0.066667,0.025751,0.465346,-5,0.230769,11.269969,1,5002.604167,0.378474,59.895833,0.22,811.147837,0.505849,838.526631,0.487708
NO,0.735833,343,0.854833,0,69,0.409091,38,0.384615,54.565217,0.446574,8.899566,0.444152,30,0.409091,16,0.310345,-24,0.466667,0.026316,0.46805,5,1,5.994823,0.392462,2994.791667,0.226493,83.333333,0.31,522.447183,0.325229,351.812422,0.204623
NO,0.994904,186,0.784922,0,68,0.386364,52,0.74359,60,0.589707,3.162278,0,20,0.181818,10,0.103448,-10,0.933333,0.010811,0.393804,-8,0,5.806789,0.370806,7828.125,0.592352,263.020833,1,1600.992839,1,1349.30194,0.784788
NO,0.996211,132,0.871026,0,95,1,38,0.384615,65.666667,0.738946,16.079663,1,33,0.477273,36,1,-38,0,0.137405,1,-2,0.461538,9.461665,0.791738,13213.541667,1,153.645833,0.58,1548.453283,0.96713,1719.320152,1
NO,0,76,0.206478,0.795638,78,0.613636,56,0.846154,67.727273,0.793215,6.634495,0.268802,12,0,7,0,-8,1,0,0.342037,2,0.769231,2.587148,0,1171.875,0.088508,49.479167,0.18,246.371243,0.152508,213.03986,0.123909
NO,0.001568,76,0.206041,0.796072,78,0.613636,56,0.846154,67.727273,0.793215,6.634495,0.268802,12,0,7,0,-8,1,0,0.342037,2,0.769231,2.587148,0,1171.875,0.088508,49.479167,0.18,242.578125,0.150135,211.527609,0.12303
NO,0.928351,580,0.863474,0.136795,51,0,36,0.333333,42.5,0.128819,4.740121,0.122149,26,0.318182,15,0.275862,-15,0.766667,0,0.342037,0,0.615385,5.561402,0.342545,2.604167,0,2.604167,0,2.604167,0,0,0
NO,?,4193,0.976048,0,67,0,25,0,44.692308,0,12.144755,1,71,1,34,1,-37,0,0,1,3,1,10.873031,1,7882.8125,0.548439,2.604167,0,369.470667,0.008254,711.135361,1
NO,?,2,0.988024,0.09414,72,0.625,72,1,72,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,13721.354167,1,13721.354167,1,13721.354167,1,0,0
YES,?,364,0.855586,0.144679,75,1,60,0.744681,68.888889,0.886072,4.382907,0.360889,17,0.228571,15,0.441176,-12,0.675676,-0.013774,0,0,0,4.877262,0.448565,791.666667,0,44.270833,0.003037,258.350134,0,200.315667,0.281684
NO,0.767033,263,0.969595,0.035947,43,0,28,0,36.142857,0,4.564727,0,17,0,11,0.047619,-14,1,0,0,0,0.25,3.460795,0,1533.333333,0.243376,45.833333,0.035398,405.747126,0.14122,315.839273,0.236108
NO,0,1109,1,0.023058,49,0.117647,35,0.137255,42.333333,0.122821,4.714045,0.017007,23,0.214286,14,0.190476,-14,1,0.000903,0.01065,0,0.25,5.294316,0.318056,500,0,104.166667,0.159292,160.714286,0,138.512813,0
NO,1,790,0.969634,0,89,0.901961,36,0.156863,60.192308,0.477147,13.344602,1,45,1,31,1,-31,0,0.040558,0.47858,0,0.25,9.225571,1,1962.5,0.344455,83.333333,0.115044,651.554233,0.282885,463.632406,0.432893
NO,1,622,0.969697,0.031818,72,0.568627,43,0.294118,57.909091,0.431847,8.841581,0.48712,37,0.714286,24,0.666667,-26,0.294118,0.025765,0.304026,-3,0,7.088762,0.629334,1566.666667,0.251227,91.666667,0.132743,389.139344,0.131648,368.646294,0.30642
NO,1,60,0.727273,0,94,1,79,1,86.545455,1,4.697458,0.015118,21,0.142857,10,0,-14,1,0.084746,1,7,0.833333,6.755508,0.571525,3391.666667,0.68106,500,1,1895.833333,1,889.551619,1
YES,0.76044,493,0.969751,0,77,0.666667,52,0.470588,64.75,0.567573,7.588643,0.344414,30,0.464286,17,0.333333,-16,0.882353,0.00813,0.095935,9,1,7.972,0.782546,4745.833333,1,29.166667,0,556.110075,0.227878,528.179087,0.518836
NO,0.995461,356,0.97994,0.025221,50,0,21,0,35.518519,0,8.526084,0.909099,35,0.45098,18,0.44,-20,0.592593,-0.014085,0.15591,-1,0,8.032141,0.529969,1037.5,0.016828,8.333333,0,468.152455,0.328478,308.012263,0.055779
NO,0.992184,907,1,0.015078,51,0.037037,35,0.341463,42,0.190269,5.338539,0.189482,23,0.215686,16,0.36,-16,0.740741,0.015453,1,0,0.166667,5.559808,0.210722,500,0,104.166667,0.244681,153.645833,0,130.90957,0
NO,1,871,0.98,0,72,0.814815,34,0.317073,54,0.542539,8.92873,1,63,1,32,1,-36,0,-0.01954,0,5,1,11.672183,1,32441.666667,1,66.666667,0.148936,1036.089744,0.921646,3305.971994,1
YES,0,64,0.941003,0.076696,77,1,62,1,69.583333,1,4.499228,0,12,0,7,0,-9,1,0,0.558408,2,0.5,3.927922,0,1600,0.034438,400,1,1111.111111,1,453.246179,0.101521
NO,0.707635,258,0.991782,0.009542,50,0,28,0,37.833333,0,6.361778,0.331721,21,0.09375,17,0.296296,-20,0.727273,0.007782,0.610767,0,0.5,7.690508,0.092759,1400,0,320.833333,0.655172,589.076577,0.200637,257.396863,0
NO,1,1305,0.990463,0,70,0.512821,34,0.193548,54.074074,0.460851,11.161859,1,50,1,36,1,-35,0.045455,0.001534,0.459023,12,1,9.865584,0.324981,1500,0.06366,116.666667,0.091954,317.532468,0,286.499795,0.038594
NO,1,799,0.991746,0,70,0.512821,34,0.193548,53.481481,0.444036,11.150055,0.998357,50,1,36,1,-36,0,0.02381,1,12,1,16.188061,1,2970.833333,1,445.833333,1,1628.773585,0.968844,970.764757,0.946005
NO,1,507,0.991655,0,70,0.512821,52,0.774194,61,0.657383,3.979112,0,18,0,9,0,-14,1,-0.009881,0.181801,3,0.625,6.821692,0,2937.5,0.97878,391.666667,0.850575,1670.940171,1,1011.481227,1
YES,0,1095,0.995767,0,89,1,59,1,73.074074,1,8.169165,0.58335,29,0.34375,22,0.481481,-19,0.772727,-0.017367,0,-12,0,8.730825,0.203829,1516.666667,0.074271,83.333333,0,534.849606,0.16057,458.32808,0.266457
NO,0.029817,283,0.972863,0.033921,44,0,21,0,32.826087,0,6.888252,0.268723,31,0.377778,20,0.5,-13,0.869565,0,0.962612,-12,0,7.585915,0.544364,1037.5,0.400621,8.333333,0,413.247863,0.50571,299.879593,0.648921
NO,0,675,1,0.020413,51,0.189189,35,0.325581,42,0.232208,5.338539,0.024159,24,0.222222,16,0.333333,-16,0.73913,0.001484,1,0,0.705882,5.246873,0.260155,500,0,104.166667,0.793103,153.645833,0,130.90957,0
NO,0.071101,734,0.972973,0,76,0.864865,34,0.302326,55.897436,0.583978,11.522097,1,59,1,32,1,-33,0,-0.038199,0,5,1,11.33581,1,1841.666667,1,129.166667,1,666.987179,1,304.366448,0.666152
YES,1,210,0.970588,0.03354,81,1,64,1,72.333333,1,5.18545,0,14,0,8,0,-10,1,0,0.962612,0,0.705882,3.10579,0,1587.5,0.810559,83.333333,0.62069,474.21875,0.624483,391.295865,1
NO,0.995984,349,0.979833,0.024292,50,0,21,0,34.666667,0,6.699917,0.429878,22,0.4,17,0.454545,-18,0.571429,-0.005747,0,0,0.166667,5.903921,0.302205,1145.833333,0.220506,29.166667,0,450.416667,0.778165,239.81776,0.359133
NO,0,891,1,0.015078,51,0.041667,35,0.424242,42,0.259362,5.338539,0,23,0.45,16,0.363636,-16,0.714286,0.001124,0.236897,0,0.166667,6.449022,0.354632,500,0.002809,104.166667,1,153.645833,0,130.90957,0.122482
NO,0.995984,1171,0.98,0,66,0.666667,38,0.515152,52.76,0.639917,8.505434,1,34,1,23,1,-26,0,-0.001709,0.139218,10,1,13.159183,1,491.666667,0,83.333333,0.722222,165.676568,0.031546,74.54286,0
YES,1,431,0.978521,0,74,1,54,1,62.941176,1,5.845769,0.160166,14,0,12,0,-12,1,0.023256,1,-2,0,2.761769,0,3458.333333,1,41.666667,0.166667,535.018519,1,534.74756,1
NO,1,523,0.983871,0.020144,54,0.111111,18,0,37.863636,0,8.651303,0.540594,29,0.4375,19,0.190476,-19,0.533333,0.01341,1,1,0.866667,6.130276,0.300907,1166.666667,0.012008,16.666667,0.125,452.669271,0.250893,273.109294,0.022932
NO,0.744856,1104,1,0.012147,51,0,35,0.472222,42,0.153642,5.338539,0,22,0.21875,16,0.047619,-16,0.733333,-0.001813,0.423581,0,0.8,9.042761,0.698921,500,0,104.166667,1,153.645833,0,130.90957,0
NO,1,1001,0.982443,0,78,1,37,0.527778,58.72,0.774694,11.466543,1,47,1,36,1,-27,0,-0.013,0,-12,0,11.245925,1,56020.833333,1,41.666667,0.375,1345.483193,1,6331.722924,1
YES,0,1135,0.989752,0.015218,73,0.814815,54,1,64.785714,1,5.894047,0.090651,15,0,15,0,-12,1,0,0.492239,3,1,3.928371,0,1891.666667,0.025066,4.166667,0,194.452811,0.034239,296.084368,0.026638
NO,0.888229,133,0.944079,0,46,0,22,0,34.458333,0,6.993921,0.370247,26,0.289474,20,0.380952,-19,0.5,0,0.581359,5,1,7.676213,0.509364,1037.5,0.155422,8.333333,0,434.221311,0.51846,299.452212,0.358335
NO,0.753709,320,1,0.042276,51,0.16129,35,0.333333,42,0.217885,5.338539,0.088626,22,0.184211,16,0.190476,-16,0.636364,0.037618,1,0,0.583333,5.491957,0.261814,500,0,104.166667,0.793103,170.138889,0,147.518374,0
NO,1,326,0.944387,0,74,0.903226,34,0.307692,55.657143,0.612451,10.695641,1,53,1,33,1,-30,0,-0.036923,0.170447,-7,0,12.005327,1,3958.333333,1,129.166667,1,679.498106,1,571.517997,1
YES,0,135,0.940746,0.061651,77,1,61,1,69.071429,1,4.817591,0,15,0,12,0,-8,1,-0.052239,0,0,0.583333,3.181845,0,2075,0.455422,75,0.551724,400.638138,0.452528,382.385235,0.553932
NO,0.9997,2429,0.975905,0,77,0.509434,40,0.324324,56.676471,0.532208,10.119058,0.386666,49,0.77193,36,0.658537,-24,0.613636,-0.00659,0.027627,-5,0.291667,9.066156,0.648654,3575.520833,0.512328,29.947917,0.015556,327.908297,0.189789,251.746777,0.259318
NO,0.999399,1103,0.977431,0.024034,50,0,28,0,38.863636,0,6.750727,0.184756,26,0.368421,12,0.073171,-19,0.727273,-0.009982,0.024079,12,1,10.822059,0.835437,721.354167,0.099755,33.854167,0.018889,261.835831,0.1483,143.047819,0.143283
NO,0.835615,335,0.727203,0,77,0.509434,60,0.864865,68.454545,0.88411,5.21124,0.092474,16,0.192982,12,0.073171,-7,1,-0.020958,0.012599,3,0.625,2.968322,0,1550.78125,0.21965,26.041667,0.012222,504.583543,0.300732,442.985772,0.463463
YES,0.835015,536,0.934905,0.066128,73,0.433962,52,0.648649,63.25,0.72861,6.456586,0.167124,18,0.22807,20,0.268293,-7,1,-0.013084,0.020834,-2,0.416667,3.054309,0.009147,1575.520833,0.223226,24.739583,0.011111,359.442486,0.209591,362.541937,0.37759
NO,0.999652,1516,0.97885,0,103,1,29,0.027027,64.848485,0.776369,20.350893,1,62,1,50,1,-51,0,-0.033003,0,-5,0.291667,9.878281,0.735043,1740.885417,0.24713,20.833333,0.007778,443.183877,0.262176,331.950251,0.344934
NO,0.999352,1492,0.975852,0,73,0.433962,53,0.675676,63.052632,0.722713,5.735152,0.123879,26,0.368421,12,0.073171,-16,0.795455,0.002012,0.036624,0,0.5,5.7032,0.290921,1524.739583,0.215886,20.833333,0.007778,254.739583,0.143843,216.786641,0.221998
NO,0.999036,637,0.975874,0,96,0.867925,43,0.405405,70.086957,0.932883,14.347892,0.640158,46,0.719298,21,0.292683,-42,0.204545,0.02044,0.055899,-12,0,9.119812,0.654361,6949.21875,1,37.760417,0.022222,796.737558,0.484189,945.602206,1
NO,0.999146,480,0.9565,0,80,0.566038,65,1,72.333333,1,4.714045,0.06267,23,0.315789,12,0.073171,-12,0.886364,0.016701,0.051988,-5,0.291667,5.464225,0.2655,958.333333,0.134011,24.739583,0.011111,371.991739,0.217471,232.52189,0.238795
NO,0.999194,514,0.9565,0,77,0.509434,60,0.864865,68.5,0.885469,3.66856,0,20,0.263158,12,0.073171,-10,0.931818,0.005848,0.040636,5,0.708333,5.207766,0.23822,1479.166667,0.209298,29.947917,0.015556,378.722313,0.221698,247.000876,0.254252
