@relation MidiTracks

@attribute melody {YES,NO}
@attribute normalizedDuration numeric
@attribute numberOfNotes numeric
@attribute occupationRate numeric
@attribute polyphonyRate numeric
@attribute highestPith numeric
@attribute normHighestPitch numeric
@attribute lowestPitch numeric
@attribute normLowestPitch numeric
@attribute pitchMean numeric
@attribute normPitchMean numeric
@attribute pitchDeviation numeric
@attribute normPitchDeviation numeric
@attribute numberOfDifferentIntervals numeric
@attribute normNumberOfDifferentIntervals numeric
@attribute largestInterval numeric
@attribute normLargestInterval numeric
@attribute smallestInterval numeric
@attribute normSmallestInterval numeric
@attribute intervalMean numeric
@attribute normIntervalMean numeric
@attribute intervalMode numeric
@attribute normIntervalMode numeric
@attribute intervalDeviation numeric
@attribute normIntervalDeviation numeric
@attribute longestNote numeric
@attribute normLongestNote numeric
@attribute shortestNote numeric
@attribute normShortestNote numeric
@attribute durationMean numeric
@attribute normDurationMean numeric
@attribute durationDeviation numeric
@attribute normDurationDeviation numeric

@data
NO,0,1085,1,0.01503,51,0,35,0.358974,43.2,0.214126,5.173007,0.318516,28,0.535714,16,0.428571,-16,0.470588,-0.001845,0.700513,0,0.375,7.656606,0.581671,500,0.005938,104.166667,0.155963,153.645833,0,130.90957,0
NO,1,872,0.98,0,91,1,50,0.74359,66.575758,0.909316,10.580228,1,41,1,24,1,-24,0,0.019518,1,-5,0.0625,8.222974,0.679249,3812.5,0.950119,95.833333,0.137615,632.728495,0.261006,558.782442,0.325361
NO,1,1215,0.979875,0,66,0.375,41,0.512821,53.5,0.520446,5.303301,0.334937,35,0.785714,16,0.428571,-22,0.117647,0.004119,0.784117,10,1,10.08469,1,479.166667,0,75,0.091743,334.455128,0.098506,155.70335,0.018854
NO,1,194,0.819979,0,72,0.525,60,1,66,0.892193,2.645751,0,13,0,12,0.142857,-7,1,-0.051813,0,-6,0,6.244368,0.33836,3987.5,1,487.5,1,1989.166667,1,1445.98126,1
YES,0.905263,392,0.979913,0,79,0.7,60,1,69.625,1,5.464373,0.355237,19,0.214286,10,0,-14,0.588235,-0.005115,0.654669,-2,0.25,4.280447,0,3104.166667,0.748219,62.5,0.06422,569.125,0.226355,613.178223,0.366724
NO,0.868735,214,0.973605,0,45,0,28,0,36.3125,0,5.04627,0.262994,21,0.088889,13,0.041667,-14,0.785714,0,0.340164,-1,0.888889,5.46693,0.145855,1541.666667,0.297619,225,0.46087,636.5625,0.328488,299.722799,0.207533
NO,0.457041,1143,1,0.019986,51,0.157895,35,0.21875,42,0.173514,5.338539,0.297999,23,0.133333,16,0.166667,-16,0.714286,-0.001751,0.326462,0,1,8.303988,0.586368,500,0,104.166667,0.208696,160.714286,0,138.512813,0
NO,1,1019,0.973684,0,76,0.815789,38,0.3125,57.342105,0.641569,11.199803,1,62,1,36,1,-36,0,-0.018664,0.194141,-9,0,10.967923,1,1829.166667,0.379762,100,0.2,548.001355,0.267353,480.072741,0.439706
NO,1,1775,0.973629,0.026398,70,0.657895,43,0.46875,55.84,0.595743,7.671662,0.577436,40,0.511111,19,0.291667,-21,0.535714,-0.002255,0.322523,0,1,9.566182,0.78235,716.666667,0.061905,4.166667,0,410.539216,0.17246,232.195746,0.120602
NO,1,116,0.973684,0,73,0.736842,60,1,66.5,0.920957,2.850439,0,17,0,12,0,-8,1,-0.043478,0,-7,0.222222,6.218334,0.262526,3587.5,0.882143,483.333333,1,1609.313725,1,915.304837,1
YES,0,167,0.972841,0.040682,83,1,57,0.90625,69.090909,1,7.366442,0.54088,19,0.044444,14,0.083333,-15,0.75,0.084337,1,-1,0.888889,4.527572,0,4000,1,4.166667,0,983.169935,0.567759,725.809949,0.756055
NO,0.998235,746,0.639935,0,92,0.943396,69,1,80.5,1,4.894725,0.461466,23,0.785714,16,0.708333,-19,0.173913,-0.002685,0.977208,-12,0,10.396953,1,718.75,0.077714,0,0,218.107877,0.169616,170.534601,0.105293
NO,1,218,0.938999,0.06184,52,0.188679,30,0,39.9,0,6.394529,0.602864,13,0.428571,17,0.75,-12,0.478261,0.082949,0.987253,5,0.708333,5.290852,0.508885,1005.208333,0.109143,104.166667,0.333333,503.891284,0.403008,180.136962,0.111222
NO,0.926233,609,0.922856,0,80,0.716981,61,0.794872,70.5,0.753695,4.077377,0.384407,20,0.678571,9,0.416667,-12,0.478261,0.006579,0.978295,-3,0.375,5.365578,0.516072,265.625,0.028,67.708333,0.216667,123.350694,0.09223,50.015294,0.030881
YES,0.977079,288,0.935408,0.068001,80,0.716981,68,0.974359,74,0.839901,2.645751,0.249436,9,0.285714,7,0.333333,-4,0.826087,0.017422,0.979566,0,0.5,1.992069,0.191601,6567.708333,0.719429,104.166667,0.333333,583.157772,0.467743,572.723489,0.353616
NO,0.999637,168,0.346198,0,95,1,57,0.692308,72.434783,0.801349,10.606914,1,29,1,17,0.75,-14,0.391304,0.191617,1,12,1,9.305805,0.895051,7572.916667,0.829714,5.208333,0.016667,1140.955688,0.923282,1185.980973,0.732259
NO,0.998017,1089,0.962963,0,91,0.924528,64,0.871795,78.384615,0.947897,7.696537,0.725615,24,0.821429,23,1,-23,0,0.022059,0.98011,0,0.5,5.798506,0.557712,1265.625,0.137714,62.5,0.2,228.75817,0.178314,255.693157,0.157872
NO,0.998815,641,0.945452,0,76,0.641509,54,0.615385,64.545455,0.607031,6.422455,0.605497,23,0.785714,12,0.541667,-16,0.304348,0.0125,0.978989,3,0.625,4.990601,0.480006,1916.666667,0.209143,26.041667,0.083333,468.967014,0.374486,437.113025,0.269886
NO,0.998694,141,0.954171,0,80,0.716981,59,0.74359,70.35,0.75,6.018928,0.567453,21,0.714286,13,0.583333,-12,0.478261,0.007143,0.978361,-3,0.375,5.266466,0.506539,1343.75,0.146286,93.75,0.3,399.207746,0.317515,376.629767,0.232542
NO,0.998235,261,0.945467,0.057761,68,0.490566,43,0.333333,55.909091,0.394313,7.745433,0.730225,17,0.571429,17,0.75,-21,0.086957,0.019231,0.979779,0,0.5,3.031187,0.291546,9125,1,98.958333,0.316667,553.466077,0.443494,854.940601,0.527865
NO,0.998574,807,0.962914,0.04304,59,0.320755,37,0.179487,47.666667,0.191297,7.226494,0.6813,19,0.642857,20,0.875,-20,0.130435,0.014888,0.979269,0,0.5,6.591767,0.634009,421.875,0.045143,5.208333,0.016667,140.281593,0.106057,85.427562,0.052745
NO,0.997727,75,0.039276,0.964135,42,0,42,0.307692,42,0.051724,0,0,1,0,0,0.041667,0,1,0,0.977523,0,0.5,0,0,10.416667,0,10.416667,0.033333,10.416667,0,0,0
NO,0.001015,10,0.859119,0,80,0.716981,66,0.923077,72.666667,0.807061,4.422166,0.416914,6,0.178571,5,0.25,-8,0.652174,-0.888889,0.873254,-8,0.166667,4.228066,0.406664,6010.416667,0.658286,312.5,1,1234.895833,1,1619.619917,1
NO,0,4,0.432163,0.579298,67,0.471698,42,0.307692,51.75,0.291872,10.182706,0.960006,2,0.035714,-1,0,-12,0.478261,-8.333333,0,-12,0,5.18545,0.498747,161.458333,0.016571,98.958333,0.316667,133.680556,0.100666,25.983732,0.016043
NO,0.998985,162,0.775436,0,74,0.603774,57,0.692308,64.625,0.60899,4.833154,0.455661,19,0.642857,10,0.458333,-10,0.565217,0.024845,0.980437,-2,0.416667,4.927991,0.473984,1406.25,0.153143,145.833333,0.466667,739.287405,0.59525,353.714965,0.218394
YES,0.552163,273,0.896128,0.105815,74,0.741935,57,0.962963,64.666667,0.786348,5.482295,0,17,0.037037,12,0.095238,-8,1,0.029412,0.208738,-2,0,3.716895,0.014403,2087.5,0.49496,116.666667,0.5,482.742537,0.310118,423.814668,0.477995
NO,0.315522,263,0.953873,0.049587,51,0,31,0,40.352941,0,6.028766,0.100687,18,0.074074,10,0,-10,0.904762,0,0.129825,-2,0,3.546851,0,1079.166667,0.251008,66.666667,0.26,340.396825,0.210036,219.466889,0.247523
NO,0.604326,249,0.954206,0,79,0.903226,41,0.37037,62.192308,0.706323,9.903454,0.814594,40,0.888889,31,1,-24,0.238095,-0.048387,0,5,0.5,11.552723,0.678108,4175,1,220.833333,1,1463.949275,1,886.651117,1
NO,0.552163,38,0.954146,0,82,1,58,1,71.272727,1,7.604914,0.391091,16,0,20,0.47619,-16,0.619048,0.324324,1,12,1,10.949649,0.627027,845.833333,0.194556,150,0.66,415.131579,0.262581,259.41416,0.292577
NO,1,794,0.954654,0,82,1,41,0.37037,59.333333,0.613859,10.909731,1,43,1,24,0.666667,-29,0,-0.011349,0.099374,3,0.357143,8.847802,0.448998,2325,0.552419,12.5,0,541.269841,0.351269,484.925496,0.546918
NO,0,667,0.969002,0.032289,59,0.258065,36,0.185185,45.285714,0.159535,8.614179,0.577047,24,0.296296,23,0.619048,-23,0.285714,0.022523,0.190253,0,0.142857,15.353036,1,41.666667,0,41.666667,0.14,41.666667,0,0,0
NO,0.931889,319,0.973637,0.031142,48,0,24,0,37.647059,0,6.388788,0.435044,22,0.318182,12,0,-12,1,0,0.852064,0,0.777778,5.690663,0.073489,2500,0.314548,45.833333,0.357143,423.809524,0.248281,369.669215,0.152545
NO,0.716202,1487,1,0.019887,51,0.088235,35,0.323529,43.2,0.170824,5.173007,0,27,0.545455,16,0.333333,-16,0.428571,0.008075,1,-4,0.333333,6.175098,0.198779,500,0,41.666667,0.321429,134.259259,0,131.80223,0
NO,1,602,0.973684,0,77,0.852941,49,0.735294,62.571429,0.766744,7.967622,1,29,0.636364,18,0.5,-16,0.428571,-0.018303,0.516768,-4,0.333333,7.999043,0.670505,2579.166667,0.326999,83.333333,0.678571,714.804965,0.497802,642.642431,0.327603
NO,1,2268,0.973739,0.026288,70,0.647059,43,0.558824,56.4,0.576893,7.716217,0.91004,37,1,24,1,-19,0,0.004411,0.932873,-7,0,9.273047,1,987.5,0.076671,4.166667,0,298.744292,0.141041,220.198304,0.056689
YES,0,87,0.970544,0,82,1,58,1,70.153846,1,6.689212,0.542545,15,0,14,0.166667,-17,0.285714,-0.046512,0,2,1,5.406514,0,6858.333333,1,120.833333,1,1300.478142,1,1691.128225,1
NO,?,387,1,0.002513,86,1,57,0.791667,72,0.864003,7.507572,1,22,0.571429,13,0.2,-16,0.2,-0.033679,0,0,?,3.069388,0,2051.757813,1,51.757813,0.5,386.112608,0.54084,344.90864,0.51439
NO,?,348,1,0.004649,86,1,62,1,74.842105,0.978751,6.892125,0.130199,20,0.285714,12,0,-12,1,-0.014409,0.950459,0,?,3.197138,0.079345,1515.625,0.285156,67.382813,1,336.123184,0,279.814174,0
NO,?,284,1,0.004222,62,0,38,0,50.6,0,6.8,0,18,0,13,0.2,-12,1,-0.017668,0.789729,0,?,4.679446,1,1947.753906,0.861328,36.132813,0,428.552405,1,406.361144,1
YES,?,374,1,0,86,1,62,1,75.368421,1,7.25629,0.644867,25,1,17,1,-17,0,-0.013405,1,0,?,4.037669,0.601395,1301.757813,0,51.757813,0.5,377.299513,0.44549,298.374189,0.146665
NO,0.031924,276,0.885971,0.12153,40,0,28,0,34.555556,0,4.030746,0,14,0,10,0,-10,0.962963,0.025455,1,0,1,4.817703,0,916.666667,0,250,0.480769,750,0.448482,288.675135,0.099812
NO,1,1137,0.96444,0,62,0.478261,48,0.869565,54.272727,0.551496,4.51444,0.074119,20,0.146341,13,0.115385,-9,1,-0.004401,0,-3,0.75,5.678209,0.109215,3900,1,475,1,1500.320513,1,1035.869073,1
NO,0,1053,0.885919,0,71,0.673913,51,1,60.733333,0.732202,5.915704,0.288841,31,0.414634,17,0.269231,-18,0.666667,-0.001901,0.083744,-12,0,7.985967,0.402115,916.666667,0,79.166667,0.086538,217.460317,0.057043,285.816092,0.096368
NO,0.983607,4084,0.964481,0,71,0.673913,35,0.304348,53.8,0.538274,10.139033,0.936,55,1,36,1,-36,0,0.000735,0.172031,-12,0,12.696701,1,916.666667,0,54.166667,0.028846,139.855072,0,205.826681,0
YES,0.031061,1185,0.987947,0,86,1,50,0.956522,70.307692,1,10.556694,1,35,0.512195,29,0.730769,-31,0.185185,-0.004223,0.005977,0,1,7.714773,0.367695,1170.833333,0.085196,41.666667,0,341.14899,0.14796,273.505265,0.081536
NO,0.992647,247,0.979368,0,43,0,35,0,39,0,2.081666,0,8,0,5,0,-8,1,0,1,0,0.7,2.337395,0,3875,0.956589,237.5,0.375,722.159091,0.247578,892.394197,0.580754
NO,0.947712,876,0.979344,0,71,0.651163,55,1,63,0.666667,3.549648,0.170229,26,0.461538,16,0.478261,-12,0.809524,-0.010286,0.854071,0,0.7,7.573103,0.529612,3633.333333,0.866667,116.666667,0.072917,486.006289,0.113252,835.285486,0.528977
NO,0.218954,228,0.820942,0,71,0.651163,52,0.85,60.6,0.6,6.216108,0.479435,23,0.384615,19,0.608696,-16,0.619048,-0.070485,0,3,1,9.573015,0.731911,3991.666667,1,487.5,1,2044.965278,1,1354.808597,1
NO,1,511,0.979372,0,71,0.651163,35,0,54.470588,0.429739,10.705236,1,47,1,28,1,-29,0,-0.013725,0.80527,-7,0,12.223323,1,3925,0.975194,470.833333,0.958333,1902.011494,0.918687,1240.232731,0.89612
YES,0,411,0.982633,0.018581,86,1,55,1,75,1,7.483315,0.626382,22,0.358974,19,0.608696,-19,0.47619,-0.046341,0.34253,0,0.7,4.699797,0.238966,1304.166667,0,87.5,0,286.901198,0,251.840892,0
YES,0.957927,482,0.923525,0.077522,76,0.861111,64,0.930233,71,0.904788,3.605551,0,15,0,9,0.090909,-8,0.923077,0.006237,0.049265,0,0.5,2.887705,0,747.395833,0.033846,54.6875,0.026316,278.063897,0.069899,144.430072,0.050429
NO,0.987371,1436,0.991701,0,51,0.166667,35,0.255814,43.625,0.218889,4.998437,0.4325,25,0.454545,16,0.727273,-16,0.307692,0.004878,0.047827,0,0.5,5.601205,0.740519,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.988558,653,0.991704,0.009408,45,0,24,0,34.888889,0,6.305984,0.838502,16,0.045455,12,0.363636,-19,0.076923,0,0.042666,0,0.5,6.16093,0.893268,625,0.028284,57.291667,0.027632,309.12667,0.077781,160.473078,0.056031
NO,0.988097,1218,0.991703,0,72,0.75,55,0.72093,63.846154,0.725544,5.171611,0.486272,23,0.363636,12,0.363636,-12,0.615385,0.003287,0.046143,5,1,5.807653,0.796859,3505.208333,0.159172,33.854167,0.015789,608.496561,0.153747,704.798175,0.246087
NO,1,1851,0.992284,0,68,0.638889,45,0.488372,57.733333,0.572383,6.826094,1,37,1,19,1,-20,0,0.01027,0.053533,5,1,6.552029,1,5500,0.249822,2.604167,0,737.198395,0.186405,809.051956,0.282488
NO,0.987371,125,0.991701,0,81,1,67,1,74.8,1,4.422669,0.25372,16,0.045455,8,0,-10,0.769231,-0.040323,0,-5,0,4.442099,0.424197,22007.8125,1,1981.770833,1,3943.456339,1,2864.021257,1
NO,0,22,0.104395,0,81,1,62,0.883721,72.75,0.948636,5.889609,0.709215,15,0,10,0.181818,-7,1,0.904762,1,-4,0.1,5.647627,0.753187,4502.604167,0.204497,492.1875,0.247368,2109.512061,0.534633,1378.563256,0.481338
YES,0.981385,368,0.931731,0.06947,79,0.939394,62,0.829268,71.181818,0.900688,5.201716,0.455129,15,0.195122,10,0.291667,-9,0.818182,-0.00545,0.063454,0,0.45,3.456223,0.121804,1278.645833,0.326667,62.5,0.049569,426.199566,0.187174,238.972855,0.185329
NO,0.993144,1319,0.992643,0,49,0.030303,35,0.170732,42.666667,0.133894,4.570436,0.367572,18,0.268293,14,0.458333,-14,0.590909,0.010622,0.10558,11,1,7.67768,0.64549,2.604167,0,2.604167,0,2.604167,0,0,0
NO,0.99735,625,0.992652,0.011884,48,0,28,0,37.6875,0,6.202003,0.593868,16,0.219512,12,0.375,-12,0.681818,0,0.077738,0,0.45,2.972632,0.061813,750,0.191333,148.4375,0.12069,345.486111,0.151509,104.331106,0.080911
NO,1,1316,0.992657,0,72,0.727273,33,0.121951,55,0.465546,9.13017,1,48,1,27,1,-27,0,-0.029658,0,-3,0.3,10.535395,1,2872.395833,0.734667,52.083333,0.040948,725.748698,0.319535,589.843452,0.457438
NO,0.993177,684,0.992643,0,71,0.69697,50,0.536585,60.5,0.613445,4.385899,0.341977,33,0.634146,14,0.458333,-19,0.363636,0,0.077738,3,0.6,7.335906,0.603092,2343.75,0.599333,132.8125,0.107759,1014.185855,0.446987,741.191982,0.574812
NO,0.006956,55,0.104475,0,73,0.757576,45,0.414634,60.611111,0.616433,8.145475,0.863424,15,0.195122,10,0.291667,-9,0.818182,0.351852,1,-9,0,6.368782,0.483117,1070.3125,0.273333,7.8125,0.00431,406.301062,0.178381,266.561734,0.206725
NO,0.995595,372,0.992648,0,81,1,67,0.95122,73.4,0.960336,4.543127,0.363784,20,0.317073,10,0.291667,-9,0.818182,0.013477,0.113064,3,0.6,5.356542,0.357545,2588.541667,0.662,140.625,0.114224,1176.825778,0.518852,691.968253,0.536638
NO,0.980921,174,0.756345,0,81,1,69,1,74.875,1,3.854786,0.268312,18,0.268293,9,0.25,-8,0.863636,0.023121,0.138343,-3,0.3,5.212206,0.33964,3888.020833,0.994667,250,0.204741,1923.449612,0.848762,1289.450484,1
NO,0,36,0.907098,0,69,0.636364,64,0.878049,66.75,0.781513,1.920286,0,7,0,3,0,-5,1,0.142857,0.45219,2,0.55,2.474358,0,3908.854167,1,1210.9375,1,2265.718006,1,697.968888,0.541292
NO,0.890546,203,0.557836,0,83,0.6,62,0.515625,73.166667,0.565177,5.871305,0.339805,23,0.456522,12,0.269231,-11,0.65625,0.059406,0.932366,0,0.2,5.670528,0.493521,2000,0.466667,8.333333,0.030303,516.125541,0.309878,365.312799,0.354904
NO,0.985516,179,0.976622,0.024839,90,0.727273,57,0.4375,71.5,0.537244,7.420794,0.468115,27,0.543478,12,0.269231,-24,0.25,0.157303,0.987929,5,0.533333,7.30076,0.663163,1008.333333,0.202222,48.958333,0.199134,478.323413,0.282893,318.855611,0.296548
NO,0,592,0.928571,0,79,0.527273,69,0.625,73.7,0.574115,3.163858,0.115607,21,0.413043,10,0.192308,-10,0.6875,-0.003384,0.896728,0,0.2,5.730258,0.499736,250,0,8.333333,0.030303,171.875,0.064135,82.775289,0
NO,0.479415,367,0.964283,0,81,0.563636,57,0.4375,67.9375,0.477537,7.487229,0.473617,23,0.456522,12,0.269231,-12,0.625,0.013661,0.906402,0,0.2,4.802928,0.403238,1500,0.333333,8.333333,0.030303,330.555556,0.177409,374.340985,0.366245
NO,0.999929,357,0.97685,0.057828,50,0,31,0.03125,40.733333,0.021601,5.662351,0.322502,16,0.304348,12,0.269231,-13,0.59375,0,0.898649,0,0.2,4.733339,0.395996,4000,1,8.333333,0.030303,901.767677,0.585168,811.792317,0.915741
NO,0.999715,321,0.768463,0,95,0.818182,45,0.25,68.829268,0.492483,13.843908,1,43,0.891304,31,1,-32,0,0,0.898649,12,1,8.863549,0.825787,2525,0.606667,8.333333,0.030303,718.675,0.454468,608.900209,0.660882
NO,1,287,0.768507,0,74,0.436364,38,0.140625,58.6,0.321043,9.465728,0.637452,39,0.804348,20,0.576923,-19,0.40625,-0.097902,0.843083,4,0.466667,7.836899,0.718954,4000,1,8.333333,0.030303,1482.886905,1,878.870648,1
NO,0.999715,421,0.675848,0,69,0.345455,33,0.0625,52.96,0.226518,9.91758,0.674869,48,1,31,1,-31,0.03125,-0.045238,0.872973,-3,0,10.537703,1,2516.666667,0.604444,8.333333,0.030303,625.071839,0.387649,574.660742,0.617873
YES,0.97624,265,0.954416,0.048525,66,0.290909,45,0.25,55.647059,0.271552,5.870576,0.339745,20,0.391304,10,0.192308,-17,0.46875,0.018939,0.909398,0,0.2,4.017436,0.321499,2083.333333,0.488889,8.333333,0.030303,507.118056,0.303448,488.076415,0.509111
NO,0.772708,928,0.972649,0,57,0.127273,29,0,39.444444,0,8.39459,0.548753,16,0.304348,21,0.615385,-15,0.53125,0.007551,0.902934,0,0.2,4.915571,0.41496,1000,0.2,1.041667,0,347.526042,0.189523,323.16604,0.301962
NO,0.999786,13,0.629558,0,67,0.309091,45,0.25,58.125,0.313082,6.863627,0.421978,9,0.152174,8,0.115385,-12,0.625,-1.583333,0,-2,0.066667,4.90677,0.414044,2516.666667,0.604444,241.666667,1,1161.363636,0.770481,779.991847,0.875795
NO,0.620264,29,0.012068,0.996813,50,0,45,0.25,47.5,0.135009,1.767767,0,2,0,5,0,0,1,0.178571,1,0,0.2,0.927884,0,441.666667,0.051111,5.208333,0.017316,82.03125,0,136.745037,0.067793
NO,0.60371,44,0.233252,0.76879,105,1,93,1,99.111111,1,3.634539,0.154584,16,0.304348,10,0.192308,-10,0.6875,-0.209302,0.779855,-2,0.066667,4.678293,0.390268,525,0.073333,116.666667,0.480519,300,0.155597,126.710519,0.055188
NO,0.775824,213,0.96539,0.042469,48,0,28,0,38.5,0,5.077524,0.259441,22,0.196078,12,0.233333,-13,0.785714,0,0,0,0,5.279008,0.123639,1554.166667,0.138478,12.5,0,484.76431,0.134183,310.637921,0.115289
NO,0,1391,1,0.026292,70,0.511628,35,0.189189,50.133333,0.32969,11.074696,0.951236,63,1,35,1,-35,0,0.008633,0.016906,7,1,21.228051,1,500,0,104.166667,0.211538,170.138889,0,147.518374,0
NO,1,549,0.965517,0,79,0.72093,39,0.297297,60.257143,0.616599,11.497435,1,52,0.784314,31,0.866667,-32,0.107143,0.029197,0.057178,5,0.714286,11.394833,0.459689,4025,0.463054,120.833333,0.25,922.02381,0.320669,900.769039,0.532378
NO,1,561,0.965517,0,69,0.488372,42,0.378378,55.833333,0.491228,7.547995,0.544418,35,0.45098,19,0.466667,-25,0.357143,0.0125,0.024479,4,0.571429,9.170305,0.337456,1570.833333,0.140668,83.333333,0.163462,556.31068,0.164697,282.013072,0.095057
NO,1,48,0.724138,0,91,1,65,1,73.785714,1,7.082963,0.490775,14,0.039216,10,0.166667,-9,0.928571,0.510638,1,7,1,5.588256,0.140631,3979.166667,0.457033,445.833333,1,2514.880952,1,1322.821954,0.830675
YES,0.876923,202,0.965268,0,74,0.604651,60,0.864865,67,0.807692,2.828427,0,12,0,5,0,-7,1,0,0,3,0.428571,3.028883,0,8112.5,1,104.166667,0.211538,734.009972,0.240483,1562.396811,1
NO,0.905512,246,0.709335,0.292557,45,0.291667,26,0,35.5,0.144289,3.824265,0.384543,16,0.555556,12,0.571429,-19,0.208333,0,0.775414,-12,0,7.623273,0.915353,4007.8125,0.139764,5.208333,0.003704,420.199451,0.085259,388.515216,0.084491
NO,1,176,0.984496,0,79,1,47,0.807692,62.1875,1,9.944966,1,28,1,19,0.904762,-22,0.083333,0,0.775414,-1,0.578947,8.031367,0.964354,27906.25,1,705.729167,1,3972.590677,1,4598.316825,1
NO,0.76378,26,0.152186,0,60,0.604167,48,0.846154,54,0.737475,3.521363,0.354085,8,0.259259,12,0.571429,-7,0.708333,-0.2,0,-7,0.263158,6.443601,0.773706,4000,0.139483,18.229167,0.022222,2194.633152,0.542176,1852.370457,0.402837
NO,0.905512,77,0.256399,0.747196,68,0.770833,48,0.846154,59.2,0.904208,6.523803,0.65599,17,0.592593,12,0.571429,-18,0.25,0.026316,0.877442,0,0.631579,7.440949,0.893461,5192.708333,0.182415,5.208333,0.003704,893.06891,0.207023,1142.968161,0.248562
NO,0.952756,2124,0.98374,0.016303,57,0.541667,36,0.384615,45.444444,0.463149,6.651835,0.668865,27,0.962963,21,1,-18,0.25,-0.005652,0.753499,0,0.631579,6.85761,0.823417,1992.1875,0.06721,2.604167,0,89.095052,0,339.977286,0.073935
NO,0.88189,329,0.701674,0,69,0.791667,43,0.653846,56.5,0.817635,7.556041,0.759785,27,0.962963,12,0.571429,-24,0,0.057927,1,7,1,8.328232,1,3997.395833,0.139389,2.604167,0,1352.670848,0.325371,1007.015375,0.218997
NO,1,136,0.980661,0.033299,65,0.708333,48,0.846154,56.916667,0.830995,5.219488,0.524837,16,0.555556,14,0.666667,-12,0.5,0,0.775414,5,0.894737,4.211096,0.505641,5901.041667,0.207912,20.833333,0.025926,742.513021,0.168255,936.604842,0.203684
NO,1,136,0.980661,0.033299,65,0.708333,48,0.846154,56.916667,0.830995,5.219488,0.524837,16,0.555556,14,0.666667,-12,0.5,0,0.775414,5,0.894737,4.211096,0.505641,5901.041667,0.207912,20.833333,0.025926,742.513021,0.168255,936.604842,0.203684
YES,0.88189,274,0.842037,0.160465,69,0.791667,52,1,61.833333,0.988644,5.145116,0.517359,11,0.37037,7,0.333333,-4,0.833333,0.014652,0.832221,-2,0.526316,2.492436,0.299276,2450.520833,0.083708,15.625,0.018519,444.953305,0.091633,403.517824,0.087753
NO,0,6,1,0.1875,31,0,31,0.192308,31,0,0,0,1,0,0,0,0,1,0,0.775414,0,0.631579,0,0,125,0,125,0.174074,125,0.009246,0,0
NO,0.997057,390,0.97912,0.024752,50,0,27,0,37.727273,0,6.709436,0.370357,22,0.166667,12,0.148148,-13,0.757576,-0.010283,0,0,0.84375,4.308167,0.041058,93008.333333,1,12.5,0,5905.871212,1,17792.145036,1
NO,0.987001,2254,1,0.015781,70,0.555556,35,0.2,50.133333,0.322464,11.074696,0.904929,67,1,35,1,-35,0.090909,0.005326,0.118041,-27,0,22.685189,1,500,0,104.166667,0.211538,160.714286,0,138.512813,0
NO,1,889,0.979167,0,78,0.777778,35,0.2,57.74359,0.520273,11.851037,1,65,0.962963,33,0.925926,-38,0,0.024775,0.265118,-5,0.6875,12.876993,0.488193,3979.166667,0.037609,120.833333,0.25,1017.725989,0.149171,951.135025,0.046031
NO,1,790,0.979167,0,69,0.527778,42,0.375,54.576923,0.437964,7.636819,0.483925,39,0.481481,19,0.407407,-23,0.454545,0.024081,0.259872,4,0.96875,10.145241,0.345646,3916.666667,0.036934,79.166667,0.153846,635.897436,0.08271,618.509232,0.02719
NO,1,42,0.229167,0.774523,78,0.777778,66,0.975,71.444444,0.876392,3.685139,0,13,0,9,0.037037,-5,1,0.121951,1,-2,0.78125,3.52133,0,3962.5,0.037429,445.833333,1,1812.5,0.287509,1219.722597,0.061246
YES,0,82,0.934995,0.08234,86,1,67,1,76.2,1,5.294022,0.197025,16,0.055556,8,0,-9,0.878788,0,0.077762,5,1,4.213441,0.036115,2000,0.016215,100,0.201923,718.421053,0.097074,537.344966,0.022592
NO,0.976331,213,0.989966,0.011804,48,0,28,0,35.833333,0,5.610011,0,18,0,17,0.173913,-14,1,0,0.036263,0,0.5,5.471194,0,1400,0,320.833333,0.690722,586.693548,0.24359,241.903896,0
NO,0,1115,0.988267,0,71,0.560976,35,0.259259,54.318182,0.49802,10.078719,0.979786,49,1,36,1,-33,0,-0.000898,0,12,1,9.421651,0.427286,1500,0.06366,116.666667,0.185567,302.888889,0,248.920794,0.009908
NO,1,687,0.989869,0,71,0.560976,35,0.259259,54.318182,0.49802,10.078719,0.979786,44,0.83871,36,1,-29,0.210526,0,0.036263,12,1,14.716663,1,2970.833333,1,445.833333,1,1366.666667,0.913041,816.363162,0.81118
NO,1,504,0.989758,0,69,0.512195,48,0.740741,57.733333,0.590031,6.464948,0.187449,23,0.16129,13,0,-17,0.842105,0.023857,1,5,0.708333,5.681002,0.022693,2937.5,0.97878,391.666667,0.865979,1467.982456,1,950.080841,1
YES,0.745562,771,0.989849,0,89,1,55,1,72.95,1,10.170914,1,32,0.451613,24,0.478261,-19,0.736842,0.01039,0.455968,-12,0,10.751739,0.571149,1541.666667,0.090186,41.666667,0,564.672939,0.224689,405.439629,0.230925
NO,1,103,0.87037,0.141204,45,0.15,30,0,38.7,0.059443,4.382921,0.699244,14,0.541667,13,0.823529,-8,0.666667,0,0.95935,0,0.375,3.171565,0.558357,2000,0.175573,250,0.032258,875,0.088232,673.145601,0.396044
